	GSM1074947_APPLY_p_Hulin_58_430A_Mouse430A_2_A01_528242.EXPRESSION	GSM1074948_APPLY_p_Hulin_58_430A_Mouse430A_2_A02_528130.EXPRESSION	GSM1074949_APPLY_p_Hulin_58_430A_Mouse430A_2_A03_528272.EXPRESSION	GSM1074950_APPLY_p_Hulin_58_430A_Mouse430A_2_A04_528190.EXPRESSION	GSM1074951_APPLY_p_Hulin_58_430A_Mouse430A_2_A05_528142.EXPRESSION	GSM1074952_APPLY_p_Hulin_58_430A_Mouse430A_2_A06_528174.EXPRESSION	GSM1074953_APPLY_p_Hulin_58_430A_Mouse430A_2_A07_528222.EXPRESSION	GSM1074954_APPLY_p_Hulin_58_430A_Mouse430A_2_A08_528264.EXPRESSION	GSM1074955_APPLY_p_Hulin_58_430A_Mouse430A_2_A09_528228.EXPRESSION	GSM1074956_APPLY_p_Hulin_58_430A_Mouse430A_2_A10_528122.EXPRESSION	GSM1074957_APPLY_p_Hulin_58_430A_Mouse430A_2_A11_528118.EXPRESSION	GSM1074958_APPLY_p_Hulin_58_430A_Mouse430A_2_A12_528294.EXPRESSION	GSM1074959_APPLY_p_Hulin_58_430A_Mouse430A_2_B01_528198.EXPRESSION	GSM1074960_APPLY_p_Hulin_58_430A_Mouse430A_2_B02_528162.EXPRESSION	GSM1074961_APPLY_p_Hulin_58_430A_Mouse430A_2_B03_528172.EXPRESSION	GSM1074962_APPLY_p_Hulin_58_430A_Mouse430A_2_B04_528232.EXPRESSION	GSM1074963_APPLY_p_Hulin_58_430A_Mouse430A_2_B05_528290.EXPRESSION	GSM1074964_APPLY_p_Hulin_58_430A_Mouse430A_2_B06_528150.EXPRESSION	GSM1074965_APPLY_p_Hulin_58_430A_Mouse430A_2_B07_528284.EXPRESSION	GSM1074966_APPLY_p_Hulin_58_430A_Mouse430A_2_B08_528244.EXPRESSION	GSM1074967_APPLY_p_Hulin_58_430A_Mouse430A_2_B09_528186.EXPRESSION	GSM1074968_APPLY_p_Hulin_58_430A_Mouse430A_2_B10_528194.EXPRESSION	GSM1074969_APPLY_p_Hulin_58_430A_Mouse430A_2_B11_528262.EXPRESSION	GSM1074970_APPLY_p_Hulin_58_430A_Mouse430A_2_B12_528132.EXPRESSION	GSM1074971_APPLY_p_Hulin_58_430A_Mouse430A_2_C01_528304.EXPRESSION	GSM1074972_APPLY_p_Hulin_58_430A_Mouse430A_2_C02_528216.EXPRESSION	GSM1074973_APPLY_p_Hulin_58_430A_Mouse430A_2_C03_528184.EXPRESSION	GSM1074974_APPLY_p_Hulin_58_430A_Mouse430A_2_C04_528282.EXPRESSION	GSM1074975_APPLY_p_Hulin_58_430A_Mouse430A_2_C05_528136.EXPRESSION	GSM1074976_APPLY_p_Hulin_58_430A_Mouse430A_2_C06_528296.EXPRESSION	GSM1074977_APPLY_p_Hulin_58_430A_Mouse430A_2_C07_528298.EXPRESSION	GSM1074978_APPLY_p_Hulin_58_430A_Mouse430A_2_C08_528280.EXPRESSION	GSM1074979_APPLY_p_Hulin_58_430A_Mouse430A_2_C09_528286.EXPRESSION	GSM1074980_APPLY_p_Hulin_58_430A_Mouse430A_2_C10_528210.EXPRESSION	GSM1074981_APPLY_p_Hulin_58_430A_Mouse430A_2_C11_528134.EXPRESSION	GSM1074982_APPLY_p_Hulin_58_430A_Mouse430A_2_C12_528212.EXPRESSION	GSM1074983_APPLY_p_Hulin_58_430A_Mouse430A_2_D01_528268.EXPRESSION	GSM1074984_APPLY_p_Hulin_58_430A_Mouse430A_2_D02_528182.EXPRESSION	GSM1074985_APPLY_p_Hulin_58_430A_Mouse430A_2_D03_528274.EXPRESSION	GSM1074986_APPLY_p_Hulin_58_430A_Mouse430A_2_D04_528204.EXPRESSION	GSM1074987_APPLY_p_Hulin_58_430A_Mouse430A_2_D05_528252.EXPRESSION	GSM1074988_APPLY_p_Hulin_58_430A_Mouse430A_2_D06_528278.EXPRESSION	GSM1074989_APPLY_p_Hulin_58_430A_Mouse430A_2_D07_528152.EXPRESSION	GSM1074990_APPLY_p_Hulin_58_430A_Mouse430A_2_D08_528188.EXPRESSION	GSM1074991_APPLY_p_Hulin_58_430A_Mouse430A_2_D09_528292.EXPRESSION	GSM1074992_APPLY_p_Hulin_58_430A_Mouse430A_2_D10_528250.EXPRESSION	GSM1074993_APPLY_p_Hulin_58_430A_Mouse430A_2_D11_528164.EXPRESSION	GSM1074994_APPLY_p_Hulin_58_430A_Mouse430A_2_D12_528160.EXPRESSION	GSM1074995_APPLY_p_Hulin_58_430A_Mouse430A_2_E01_528176.EXPRESSION	GSM1074996_APPLY_p_Hulin_58_430A_Mouse430A_2_E02_528206.EXPRESSION	GSM1074997_APPLY_p_Hulin_58_430A_Mouse430A_2_E03_528124.EXPRESSION	GSM1074998_APPLY_p_Hulin_58_430A_Mouse430A_2_E04_528254.EXPRESSION	GSM1074999_APPLY_p_Hulin_58_430A_Mouse430A_2_E05_528128.EXPRESSION	GSM1075000_APPLY_p_Hulin_58_430A_Mouse430A_2_E06_528276.EXPRESSION	GSM1075001_APPLY_p_Hulin_58_430A_Mouse430A_2_E07_528166.EXPRESSION	GSM1075002_APPLY_p_Hulin_58_430A_Mouse430A_2_E08_528126.EXPRESSION	GSM1075003_APPLY_p_Hulin_58_430A_Mouse430A_2_E09_528236.EXPRESSION	GSM1075004_APPLY_p_Hulin_58_430A_Mouse430A_2_E10_528246.EXPRESSION
Sema4a	10.19419725	9.352413713	7.287142127	6.025973495	5.2376057	4.928335432	4.738059764	4.685299956	4.68526522	4.912708992	4.765878992	5.508994996	5.495567168	5.764866829	5.321387124	5.928135705	5.135689593	5.858432759	10.0000466	9.517789921	8.963445733	8.469706269	6.519616189	5.588087836	4.75681211	4.931298082	4.729160932	4.733080008	4.950057628	5.277849593	5.177825792	5.693544932	5.797404791	6.06948488	5.356943765	6.698433594	5.305244099	5.958443825	4.944427548	5.796839327	9.162974194	6.411964648	4.748409141	4.712083998	5.41595413	5.372337587	6.005983708	6.232984615	9.727935203	8.402530102	4.790556533	4.885891673	5.085954193	5.201115946	5.922086192	5.845346221	5.96362365	5.69403276
Sema4d	10.33635368	10.20200493	9.681902332	9.501123978	8.569912105	8.623929864	8.321093734	8.484197795	8.680815092	8.815396836	8.595470058	8.637770763	8.445035353	8.419724473	8.345093079	8.229476995	8.096375119	8.250679443	10.47839824	10.46512179	10.41821225	9.334510909	8.723626734	9.056143353	8.662948385	8.76889124	9.504941849	9.396665098	9.369942018	9.206612546	9.272889837	9.087409707	9.094844854	9.163135195	9.631515565	9.714966717	9.119078069	9.277118598	9.720206351	10.04724956	10.05128321	9.431350571	8.526930004	8.822621297	8.84169548	8.696872737	8.41815374	8.366560028	10.33357793	9.479881937	8.633929619	9.298874512	9.250213402	9.445232319	9.37668549	9.460528381	9.377287785	9.60773587
Sema4f	7.468442869	6.741331888	5.880775492	5.076246139	5.306055153	5.225804107	5.302501412	5.0113224	5.290107574	5.113483273	4.961274397	4.659664587	5.065122149	4.617520319	5.030393463	4.899850831	4.555305662	5.101527429	7.575222903	7.266225225	5.735420594	5.048312567	4.901239228	5.118651126	5.312524458	5.256100085	4.888327515	5.073860971	5.382489999	5.303658863	5.333159137	5.102770567	5.471910991	5.512049419	5.207998971	6.149752389	5.028963032	5.732371684	5.361217203	6.229821663	7.015916953	5.35398662	5.030432377	4.893435792	5.100742345	4.836890433	4.681876754	4.704551053	6.924795837	5.018053751	4.872678706	4.892413247	5.316374349	4.882468022	5.234288681	5.204931721	5.063373212	5.333670564
Sema7a	4.321928095	5.496514568	10.33551877	11.04721992	10.20976123	9.781010138	9.735580003	8.59831887	7.775685221	6.194744508	5.765585004	5.894624492	6.504467922	6.532302509	6.236004545	6.1425414	6.106957025	6.40411093	4.836092374	8.315208876	11.26872991	11.89300716	11.46811016	10.9800226	11.16652212	9.98841519	9.534694426	8.46084108	8.914015366	8.135621234	8.773542214	8.474062568	8.389283879	8.35656628	8.731669527	8.251666517	8.627898188	8.299585672	8.469619356	8.296716506	5.276734969	11.23126939	9.800067737	6.689039185	6.128621929	6.258481319	6.452142684	6.685388795	7.625901422	12.09103763	11.04038293	8.777790524	8.418514088	8.735748907	8.643674498	8.473254828	8.711999377	8.420944534
Sepp1	12.57628942	12.39912497	11.61040543	10.46382043	9.3152604	7.891234301	7.910624155	7.971417539	8.113333997	9.105778655	9.018542962	9.322673722	8.879857629	8.821251675	8.707540143	8.926301154	8.579182374	8.590211522	12.55203118	12.20474217	11.21491976	9.627903288	8.411997665	7.087973005	7.141097748	7.262807675	7.260285496	8.101708221	7.983123182	8.547742734	8.289056527	8.401802123	8.186347391	8.635815197	8.394243005	8.759353875	8.284686795	8.501282547	8.156700805	8.534397548	12.33571512	10.5568539	8.074182384	8.812527619	9.691084287	8.930039526	8.827366765	8.865335801	12.17328115	10.05010189	7.286483342	7.9569183	8.807063493	8.352152687	8.501435222	8.666543074	8.48436586	8.470395328
Sepw1	11.87313755	11.83724407	11.69033794	11.52129649	11.019304	10.91968812	10.74583796	10.40198267	10.5078997	10.06231675	10.06642216	10.10180407	10.0210089	10.13958547	10.22309885	10.13569318	10.07274286	10.41395294	12.03469509	12.02196581	11.7101245	11.52671776	10.83240148	10.7725362	10.46683539	10.18693735	9.998881655	9.666135044	9.712274147	9.737304832	10.09623642	10.47673646	10.40512324	10.60471168	10.618935	11.11011788	10.38709127	10.56394674	10.6069991	11.28578899	11.69719322	11.44507616	10.65550949	10.2432394	10.16125574	10.01347197	10.08194773	10.1474115	12.00415034	11.34584967	10.5258961	10.02059171	9.923041697	10.32488995	10.48892317	10.52130078	10.53429301	10.66915758
Serpinb6b	5.848672789	5.740474531	6.062936246	7.426768144	7.641610176	8.538981499	6.364808007	7.628531862	7.611724477	7.719052734	8.103671266	8.874310366	9.389510888	9.87397222	10.05656574	10.33885399	9.680480725	9.922614616	6.669011866	7.138926064	7.300753419	8.599498352	7.950363148	7.688237539	6.123254202	6.551124476	5.693747395	4.744622824	4.417682614	4.965208011	4.991613394	6.00377752	5.636348516	6.109796906	4.926262111	6.08297189	5.70321374	6.360643267	4.684160033	5.820952192	5.642905967	6.86709276	6.998338138	8.860975172	8.670848057	9.25747044	9.948413662	10.22552777	6.712092697	8.095064301	6.400253134	5.337527084	4.750249442	4.793141179	5.317756555	4.810263526	5.407862817	4.995462394
Serpinb9	7.566305852	7.151555126	6.705986371	9.213800476	9.904867657	10.51466029	8.300141633	8.962044283	8.902365606	8.169560572	9.100472779	9.590455369	10.11344059	10.43267963	10.64969304	10.80498463	10.17738878	10.76744069	7.888040361	8.386741735	9.495395877	11.06075616	10.75682971	10.05643696	8.474177686	8.248478317	7.15772587	4.69620515	4.517475071	4.649611212	5.51636154	6.649955082	5.810048964	6.53243041	4.690827493	6.474871215	6.000869466	6.945102293	5.55149737	6.731351241	7.073933527	8.623326496	8.756634107	9.844987757	9.107683331	9.855795925	10.42769899	10.64829687	8.113873124	10.64716558	8.499386104	6.464705661	4.390171861	5.007544843	5.612590551	5.008822432	6.034538463	5.644239382
Serpinc1	4.343740965	4.602435648	4.808402421	4.368838011	4.321928095	4.401635928	4.411014133	4.352877953	4.364622882	5.589021703	6.953979365	7.376524903	7.673756048	7.960593052	8.165722996	7.825333704	8.403703965	8.366692909	4.468925018	4.321928095	4.321928095	4.321928095	4.321928095	4.40971726	4.321928095	4.321928095	4.400276341	4.321928095	4.321928095	4.321928095	4.321928095	4.59848192	4.658762072	4.814190786	4.567140273	4.325006967	4.405251751	4.437888736	4.321928095	4.321928095	4.321928095	4.553140646	4.553113534	6.181652226	7.677406004	7.443932198	7.975296393	8.077959219	4.321928095	4.321928095	4.380486103	4.321928095	4.321928095	4.494222443	4.594917093	4.80213994	4.602572103	4.533881084
Serpine2	4.339132624	4.610633322	4.351672791	6.537873299	7.440213142	8.530966241	9.252296182	9.734660551	8.662297732	7.462527557	8.349825022	9.506360946	10.55714592	11.12695976	11.21359586	11.28263057	11.83790224	11.61856177	4.321928095	4.321928095	4.538263312	8.248779736	9.59124952	9.465818896	9.735702232	9.521699799	7.826197656	5.50060645	5.265473541	6.105019087	6.878571556	5.734400657	6.011639681	6.049493897	6.284174735	6.780315522	5.895097905	6.328672421	6.447423512	6.129221115	4.321928095	6.404964259	8.902218235	8.368472182	8.886363903	10.18493176	11.16183405	11.4240644	4.321928095	8.200990638	9.567270502	6.635493223	6.236211325	6.406638493	5.624241598	6.036440895	5.891327669	6.064925332
Serpinf1	4.321928095	4.321928095	4.321928095	4.406237063	4.461993013	4.410542757	4.502150519	4.372536317	4.62038281	4.426407431	4.855903555	5.214243277	5.799071931	5.327125365	5.815525824	5.64890573	6.292396436	6.240802567	4.321928095	4.321928095	4.497102345	4.743227446	4.582349316	5.001081167	5.477955319	5.161292442	5.424127918	5.700105394	6.243716032	7.006390081	8.643085539	9.320837404	9.253048194	9.28491133	9.206750775	10.89656834	9.157921352	9.246372178	9.403041355	11.09256342	4.321928095	4.321928095	4.619410653	4.873589251	5.024532765	5.437072294	5.883625554	5.577519183	4.60965519	4.567878052	5.346626506	5.695820154	7.171486296	7.705299635	8.667255922	8.720016689	8.91752222	9.077319347
Sertad1	10.47484962	10.44509727	10.89625871	9.698312382	9.096033291	8.759670906	8.875099393	8.297981182	8.188148474	8.031558881	8.020168979	8.210825172	8.237081882	8.135696165	7.885734093	7.989025101	8.092336149	8.229901019	10.23247954	10.25278501	10.86869145	9.983654466	9.650045015	9.537209933	9.531261071	8.941063264	8.626122611	8.56830551	8.773440631	8.741307106	8.912523847	9.396871217	9.188990511	9.433336904	9.129767916	10.07088244	8.995941021	9.38656543	9.158196449	9.957185921	10.08983077	9.92810784	8.822023232	8.175690687	8.314518285	8.205607268	8.14976825	8.211881464	10.38013655	10.0083059	9.510927832	8.594769796	8.938068601	8.960513398	9.127094784	9.090294817	9.190724173	9.215571433
Sertad3	7.639486493	7.271541346	7.217484546	6.181652226	6.237965213	6.114643849	5.97455655	6.11002784	5.786333362	5.965610889	6.114432614	5.812440073	6.076540792	5.991310428	6.111775646	5.809770335	5.907282965	5.989646574	6.94382994	7.136185102	6.934654587	6.217846268	6.214130327	6.199098377	5.651480517	5.775891151	5.916607904	5.685013605	5.787205648	5.752157043	5.919997201	6.344652269	6.341975804	6.614907315	6.390144053	7.381978249	6.091477869	6.341274725	6.34640808	7.28296969	6.854673786	6.401511049	6.163082054	5.74779901	6.119075496	5.983436157	5.788581211	5.724395824	6.67946055	5.948347911	5.738671914	5.574446334	5.88546105	6.245522575	6.320250622	6.16496474	6.045616063	5.99485679
Sesn1	11.2044438	11.08124495	10.77853627	8.934703501	7.815065402	7.757305501	7.823829437	8.102306698	8.116540553	8.244989441	8.0029591	8.249967722	8.290603207	8.324033835	8.343733975	8.322565643	8.306526762	8.294071793	11.2230319	10.42167506	9.834247524	8.308566057	7.547050152	7.404196355	7.44262008	7.399077003	7.300931365	7.125559	7.042730131	7.07845793	7.546112164	7.432433745	7.729759158	7.663300193	7.60702607	7.856242005	7.482381811	7.562688388	7.333200571	7.95479861	11.22829268	8.991280532	7.923374126	8.470791171	8.372480821	8.338052779	8.393850822	8.287780068	10.77217675	8.374704567	7.441867413	7.244332478	7.112576509	7.348620197	7.446647719	7.516055475	7.273565852	7.344392474
Sesn3	10.42514307	10.51401389	10.64740769	9.54509855	8.56850044	8.295817792	8.305347795	8.15927656	8.257154847	8.620818209	8.106611348	8.04136824	7.638687926	7.785827381	7.631048285	8.04114741	7.790356008	8.385934062	10.5100488	11.03010275	11.2818173	10.1872637	9.373921143	8.974855757	9.404972205	9.589971004	9.336728906	9.467755841	8.80955787	8.663795002	8.4963988	8.517984397	8.595945357	8.591074925	9.311578999	9.518877381	8.500949702	8.642615301	9.434032083	9.788682878	10.54767759	9.521442348	8.302250502	8.487057502	8.415338154	8.055150644	7.92866359	7.967478548	10.79399482	10.09735393	9.348037991	9.10638309	9.037295134	8.726328474	8.648451768	8.961858509	8.579236059	9.156008703
Sf3b3	10.75631891	10.81910287	11.08023398	11.81208277	11.73025464	11.9297615	11.60688968	11.50494768	11.55951659	11.32276901	11.44995544	11.42285187	11.25447005	11.22153629	11.09997672	11.26690122	11.16293	11.15711343	10.79446617	11.00944838	11.34550847	11.74783005	11.74194415	11.8770772	11.56301669	11.40877784	11.50859108	11.25120608	11.23847123	11.18026573	10.99523382	10.79362191	10.97347283	10.79675423	11.05445434	10.61227981	11.02812056	10.89528567	11.07235183	10.75770532	10.67629675	11.79845007	11.68754678	11.45104044	11.39948762	11.28207031	11.21224634	11.17208345	10.88761066	11.76940982	11.62799723	11.33467706	11.23991604	11.21070596	11.03289384	10.99889879	10.95460645	11.03955756
Sfmbt1	5.482639081	6.129703682	6.1732526	6.873454156	7.236413207	7.407847245	7.477207905	6.759811742	6.74784593	6.613133771	6.922548329	6.725178254	6.529717814	6.464713837	6.47278587	6.404856518	6.376781765	6.314076455	5.631872423	6.078095738	5.539451543	7.081813395	7.762242965	7.748994154	7.611332322	7.079520477	6.604080767	6.798655097	7.024959673	6.712804244	6.323464134	6.170299775	5.950452319	5.798868254	6.046176514	5.803011368	6.291000516	6.102845128	5.985483045	5.533000892	5.739745276	6.773232741	7.052664319	6.88300079	6.630034449	6.330527598	6.628864365	6.417977885	6.430046845	7.15537272	7.411864307	7.191853702	6.928636097	5.917045581	6.086545624	5.729372117	5.834645638	5.84735664
Sfmbt2	7.617903835	7.468466494	7.268180538	7.292308713	6.759971156	6.423252615	6.216189898	5.633396283	5.970197431	6.436028592	7.056708228	7.176019759	6.830384073	6.937839228	7.241793498	7.076366072	7.093230924	6.895169812	7.939656713	7.868374845	7.583564314	7.333133858	6.810987961	6.294109692	6.105470983	5.46956072	5.628221392	5.263601584	5.46217082	5.176999905	5.249573777	5.063255335	5.125036393	4.750113672	4.893760977	5.713365058	5.020992508	4.928115011	4.970192906	5.584499546	7.424066065	7.094563448	6.085740671	6.638020529	6.982852347	6.808605957	6.988363318	6.899667197	7.756845117	7.029886418	5.880294271	5.819442279	4.96871487	4.823305431	4.998613307	4.904234636	5.236776796	4.615407694
Sgip1	13.95582173	13.96900807	13.86974184	13.33912785	13.20912193	12.94697532	13.07894067	13.04444954	12.90995712	12.97855874	12.75745031	12.67901981	12.66907947	12.77464287	12.61375344	12.72292555	12.7505916	12.751771	13.90500243	13.89960107	13.92493017	13.47887052	13.25246184	12.99547463	13.18891795	13.07330612	12.90263398	12.93254242	12.86887369	12.60976949	12.70117718	12.86398028	12.6952569	13.02536899	12.98616981	13.19839784	12.66076078	12.96472003	13.00605057	13.36049772	13.95374417	13.42976865	13.04709741	12.96920105	12.70477959	12.66360616	12.67922464	12.6622975	13.93185775	13.48536634	13.09223353	12.88805129	12.75585133	12.66149531	12.81069033	12.96247171	12.82248441	13.02164517
Sh2d3c	8.704796395	7.310331326	7.469800958	5.929673491	5.832742749	6.175368541	5.859299185	6.872086872	7.135198061	7.060408275	6.997132127	7.118583837	7.131112987	7.101773535	6.627250389	7.139210256	6.879038285	7.241463417	8.64263051	6.74168058	6.233353825	5.575260905	5.46925085	5.701076411	5.588108618	5.531054469	5.90111161	5.573191473	5.559651192	5.995107422	5.815570409	6.195515658	6.063467285	6.325777625	6.041557575	6.495971292	5.899811851	6.261351585	5.612208523	6.194647402	7.344414045	6.392658129	6.375702177	7.010572899	7.432630202	7.178979954	7.072332667	6.99482201	7.466898036	5.87005731	5.416473481	5.57956771	6.135785378	5.893338371	6.182811726	6.005208225	5.973206249	5.88358023
Sh3bp1	8.815237009	7.926443846	6.566788344	5.069711423	4.975279917	4.937134584	5.428806682	5.990606217	6.833808739	7.207594601	7.091189602	7.029249456	7.043676985	7.113096548	6.786872077	7.16184044	6.759478027	7.296824234	8.86712684	7.92224828	6.595274496	5.787666794	5.448816289	5.947094612	5.944171062	6.225894567	6.493767565	6.740977723	6.936621408	6.871663438	7.059885198	7.186690341	7.307070222	7.307263003	7.176745643	7.638048153	7.239808279	7.249505035	6.992707042	7.485163419	7.92081053	5.457867202	5.761465678	7.334277486	7.198364871	7.164965601	7.255334482	7.20292432	8.042432091	6.232938857	6.031040093	6.834288797	7.157264717	6.979402796	7.210544322	7.40154664	7.166871676	7.244557764
Sh3bp5	9.677183898	9.679449896	9.493093453	8.719099276	7.94616238	7.634316685	7.332582858	7.446073454	7.407768897	7.77238594	7.224343862	7.496436772	6.906190609	7.147086175	6.806800083	7.116172812	6.998707258	6.969712157	9.888531189	10.83117867	9.926484266	8.350851117	7.587261635	7.347487165	6.686728634	6.871458577	7.065014047	7.530376794	7.322229492	7.203251012	7.087198837	6.952354168	6.85903845	7.077252378	7.17660327	7.135278207	6.57566219	6.742570777	6.855302966	6.900308393	9.850723997	8.605273432	7.465977472	8.106392311	7.842145083	7.78225033	7.338848226	7.361252295	10.64112114	8.432680021	6.931286477	7.444819127	7.265781702	7.308243431	7.345048604	7.538526412	7.249903134	7.293224025
Sh3gl3	4.689711719	4.689583142	5.571634388	6.775502598	7.177917102	6.539829384	7.299865477	6.54755329	6.335275671	5.445184105	5.284987132	5.188839893	5.581606717	5.303187788	5.209035964	5.450820682	5.839328592	5.368873821	4.694950146	4.532204353	5.565457136	6.382157046	6.920358335	6.325334752	6.725128292	5.605311979	5.31716957	4.962230469	5.011411671	4.616472355	4.321928095	4.488391548	4.360718712	4.321928095	4.590212054	4.818214214	4.495208028	4.689284788	4.604362424	4.476881613	4.71470603	6.650126745	6.748211316	5.485966463	5.477668013	5.326192381	5.246659096	5.039541926	4.546716979	6.043567896	6.062240279	4.618304507	4.595541787	4.642230043	4.417071158	4.321928095	4.321928095	4.556559843
Sh3kbp1	11.61906324	11.33719805	11.09628362	10.40889291	9.703132929	9.00494734	9.222158884	9.625783737	10.06040692	10.40498574	10.31559824	10.34756281	10.2808412	10.25630242	10.0690827	10.19478462	10.25736379	10.24390484	11.5584199	11.36696426	11.07005428	9.971194645	9.279163709	8.375087353	9.247072771	9.377607362	9.470778196	9.191029065	9.066280202	9.398777334	9.410841803	9.412997015	9.33849314	9.457118263	9.659893107	9.712302215	9.367691797	9.346317443	9.589485169	9.546159976	11.29132789	10.46265949	9.314480585	10.30243229	10.35779114	10.20969323	10.17926209	10.37094141	11.4031625	9.871973902	9.124424394	9.021189447	9.291114242	9.420998125	9.522618693	9.622327	9.42955658	9.618201847
Siah1a	9.340614393	9.533602892	9.251691177	8.443159432	8.229939721	8.290925994	8.217337074	8.043349651	7.862479324	7.755198833	7.606978366	7.608694035	7.65047885	7.436186737	7.481970363	7.063573936	7.082245695	7.292734625	9.383001041	9.286567678	8.509391983	8.242934156	8.30786176	8.220986299	8.268632225	8.558209833	8.150615574	8.359085925	8.176658687	7.999600513	8.14864922	7.915284819	7.940028221	7.811689824	8.045794551	7.849652078	7.830467863	7.831535444	8.053438457	8.31216477	9.418416757	8.541091178	8.288470542	7.645417329	7.725356321	7.485878052	7.361509155	7.283873661	9.31130965	8.192918264	8.233340468	8.235981927	8.327512864	7.848364123	8.018240339	7.999131519	7.962389321	8.176819254
Sidt1	9.295574757	9.164034151	8.256165131	6.90989893	6.584802946	6.455466551	6.282702899	5.825553281	6.141750594	6.255820728	6.409199547	6.837382498	6.327828578	6.167062077	6.083120302	6.366433316	5.829325105	5.83031678	9.100873116	9.105561447	7.712410223	6.487375274	6.354378101	6.106311672	6.036860851	5.743275772	5.506275201	5.604277626	5.377246197	5.034152007	5.03099705	4.836842735	4.447004699	4.893765234	4.444019444	4.321928095	4.649017877	4.44294617	4.65513196	4.321928095	8.976166091	6.957586146	6.243661381	6.435007059	6.601594561	6.088714504	6.266544349	6.127638192	9.219644676	6.548319217	5.711222248	5.759618029	5.123075508	4.911909021	4.437425202	4.434971112	4.708133663	4.486859472
Sirt2	9.073978607	9.048600486	9.47177746	9.349945347	8.663339521	8.839714096	8.76127295	8.759655511	9.178319372	8.936619037	9.075388881	8.981950024	8.98984537	8.910977243	8.942788376	8.861120329	9.062662236	8.937930501	9.121872557	9.136525302	9.248393523	9.210003017	8.543841448	8.652943065	8.769790589	8.947953577	9.096021965	9.081020483	9.169225011	9.209825354	9.525284042	9.599854288	9.650565546	9.675194146	9.801451077	9.854124605	9.748554438	9.630765059	9.674001573	9.899554224	8.993551367	9.336161194	8.683545993	9.087810203	8.679957528	8.790038512	8.785454354	8.740424214	9.078852107	9.166396546	8.759449283	9.203377174	9.3467887	9.656019666	9.693098724	9.789692938	9.753013324	9.671918705
Skap2	6.938296352	6.939601628	6.339182798	5.90265494	5.302199127	5.673726509	5.654259411	5.936641369	5.949699871	6.068410267	6.408110614	6.743199201	6.617012568	6.855646	6.91206357	6.987625887	6.917486311	6.906459089	7.085334041	7.293740438	7.982098422	7.718947977	6.844735614	6.525626442	6.754454316	7.06680962	7.212227309	7.450329365	7.343577723	7.593503709	7.800165603	8.108874948	8.154800128	8.352119172	8.417628382	8.571088203	8.266242077	8.582509229	8.850479034	9.145928571	6.977523685	5.771349785	5.747518391	6.314844441	6.712259942	6.450162868	6.977970231	7.020386199	7.104039442	7.760624586	6.80141672	7.487754579	7.809483411	7.765298439	8.103461336	8.315756552	8.4290991	8.903197442
Ski	10.10847058	10.48145015	10.75459975	8.763937844	8.439403998	8.422783873	8.484271768	8.053156712	7.824074196	8.328969439	8.365135038	8.628105204	8.418231885	8.526390652	8.494188276	8.651134596	8.344383358	8.383662681	9.953644097	10.18925867	9.902963764	8.8338126	8.822607643	8.994544544	8.965331201	9.09318157	9.521320511	9.546664331	9.34628135	9.398988419	9.427504316	8.969092187	9.287420496	8.752101075	9.385970912	8.892106061	9.371538513	8.91943872	9.131386352	8.845222245	10.23200642	9.046728032	8.556502127	8.368642139	8.534062581	8.458624517	8.683468853	8.554186483	10.25619399	9.068483179	9.03843801	9.523003997	9.385957863	9.434889835	9.247094013	9.327161801	9.249124784	9.142181007
Skil	11.21152228	12.61102129	12.68321107	11.69664215	10.96522617	10.57750265	10.56946991	9.961007248	9.838765938	9.891697204	9.970835277	9.553488022	9.109019803	8.96575536	9.148588669	9.153697744	9.028652468	9.301962968	11.77078856	12.69903117	12.62579916	11.8025761	11.43859986	11.39828317	11.30488871	10.98671845	10.61675829	10.50866426	10.6260821	10.54134107	10.25658906	10.04248454	10.14559279	10.221927	10.19657502	10.27068146	10.10263128	10.13924468	10.20551827	10.34128288	12.43838551	11.82877515	10.53942883	9.767084818	9.751230481	9.333119212	9.117455536	9.115248283	12.55743034	11.8897842	11.2072599	10.59087607	10.6597794	10.40485594	10.25098307	10.20948898	10.16701678	10.03749605
